duration,protocol_type,service,flag,src_bytes,dst_bytes,logged_in,count,same_srv_rate,serror_rate,srv_serror_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_srv_count,label
0,tcp,http,SF,293,819,1,2,1.0,0.0,0.0,0.0,0.06,0.09,255,Normal
0,tcp,whois,S0,0,0,0,276,0.02,1.0,1.0,0.05,0.0,0.0,6,DoS
3995,tcp,X11,SF,491004,68700,0,2,1.0,0.0,0.0,0.07,0.02,0.0,8,Normal
0,tcp,vmnet,S0,0,0,0,39,0.28,1.0,1.0,0.08,0.0,0.0,11,DoS
0,udp,other,SF,147,0,0,5,0.2,0.0,0.0,0.09,0.12,0.0,1,Normal
0,tcp,http,SF,253,540,1,27,1.0,0.0,0.0,0.0,0.01,0.01,255,Normal
0,tcp,http,SF,217,1020,1,5,1.0,0.0,0.0,0.0,0.09,0.05,255,Normal
0,tcp,private,REJ,0,0,0,209,0.08,0.0,0.0,0.07,0.0,0.0,16,DoS
37912,tcp,private,RSTR,1,0,0,2,1.0,0.0,0.0,0.5,1.0,0.0,2,Probe
0,tcp,courier,S0,0,0,0,99,0.06,1.0,1.0,0.05,0.0,0.0,6,DoS
0,tcp,sunrpc,S0,0,0,0,252,0.1,1.0,1.0,0.06,0.0,0.0,24,DoS
29,tcp,ftp,SF,1191,3373,1,2,0.5,0.0,0.0,0.08,0.0,0.0,36,Normal
0,tcp,private,S0,0,0,0,121,0.07,1.0,1.0,0.06,0.0,0.0,9,DoS
0,udp,private,SF,28,0,0,69,1.0,0.0,0.0,0.34,0.66,0.0,169,DoS
0,tcp,http,SF,229,1005,1,6,1.0,0.0,0.0,0.0,0.02,0.01,255,Normal
0,udp,private,SF,28,0,0,166,0.4,0.6,0.0,0.75,0.26,0.0,66,DoS
0,tcp,http,SF,216,5864,1,1,1.0,0.0,0.0,0.0,0.07,0.09,210,Normal
0,tcp,ldap,S0,0,0,0,253,0.09,1.0,1.0,0.05,0.0,0.0,22,DoS
0,tcp,private,S0,0,0,0,211,0.03,1.0,1.0,0.2,0.07,0.0,6,DoS
0,icmp,eco_i,SF,18,0,0,1,1.0,0.0,0.0,0.0,1.0,0.25,255,Probe
0,tcp,private,S0,0,0,0,122,0.02,1.0,1.0,0.1,0.01,0.0,2,DoS
0,tcp,whois,S0,0,0,0,264,0.02,1.0,1.0,0.07,0.0,0.0,4,DoS
0,udp,domain_u,SF,45,78,0,290,1.0,0.0,0.0,0.01,0.0,0.0,249,Normal
0,tcp,http,SF,228,3766,1,1,1.0,0.0,0.0,0.0,0.02,0.05,255,Normal
0,tcp,http,REJ,0,0,0,1,1.0,0.0,0.0,0.0,0.5,0.16,255,Normal
0,tcp,private,S0,0,0,0,206,0.05,1.0,1.0,0.07,0.0,0.0,4,DoS
0,tcp,http,SF,298,1197,1,1,1.0,0.0,0.0,0.0,0.01,0.03,255,Normal
0,tcp,http,REJ,0,0,0,1,1.0,0.0,0.0,0.03,0.0,0.0,175,Normal
0,tcp,ssh,S0,0,0,0,286,0.02,1.0,1.0,0.08,0.0,0.0,1,DoS
0,tcp,private,S0,0,0,0,82,0.24,1.0,1.0,0.08,0.0,0.0,2,DoS
0,tcp,http,SF,298,3579,1,11,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,private,REJ,0,0,0,122,0.05,0.0,0.0,0.06,0.0,0.0,6,DoS
0,tcp,ldap,S0,0,0,0,126,0.13,1.0,1.0,0.07,0.0,0.0,16,DoS
0,udp,domain_u,SF,45,45,0,134,1.0,0.0,0.0,0.0,0.01,0.0,255,Normal
0,tcp,http,SF,214,19134,1,12,1.0,0.0,0.0,0.0,0.08,0.03,255,Normal
0,tcp,http,SF,236,1695,1,10,1.0,0.0,0.0,0.0,0.02,0.02,255,Normal
0,icmp,ecr_i,SF,1032,0,0,510,1.0,0.0,0.0,0.18,0.18,0.0,46,DoS
0,tcp,http,SF,299,266,1,6,1.0,0.0,0.0,0.0,0.01,0.02,255,Normal
0,tcp,http,SF,314,2193,1,2,1.0,0.0,0.0,0.0,0.01,0.05,255,Normal
0,tcp,http,SF,314,365,1,33,1.0,0.0,0.0,0.0,0.01,0.04,255,Normal
0,icmp,eco_i,SF,8,0,0,1,1.0,0.0,0.0,0.0,1.0,0.52,23,Probe
1,tcp,smtp,SF,1144,364,1,1,1.0,0.0,0.0,0.03,0.0,0.0,141,Normal
6,tcp,finger,SF,0,0,0,1,1.0,0.0,0.0,1.0,0.02,0.25,8,Probe
0,tcp,private,S0,0,0,0,89,0.2,1.0,1.0,0.07,0.0,0.0,2,DoS
0,tcp,http,SF,248,1374,1,12,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,mtp,S0,0,0,0,194,0.02,1.0,1.0,0.07,0.0,0.0,3,DoS
0,tcp,http,SF,192,36186,1,1,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,udp,domain_u,SF,45,45,0,180,0.99,0.0,0.0,0.01,0.0,0.0,254,Normal
0,tcp,discard,S0,0,0,0,238,0.01,1.0,1.0,0.07,0.0,0.0,2,DoS
0,icmp,eco_i,SF,8,0,0,1,1.0,0.0,0.0,0.0,1.0,0.52,48,Probe
0,tcp,netstat,S0,0,0,0,53,0.15,1.0,1.0,0.09,0.0,0.0,8,DoS
0,tcp,http,SF,324,477,1,26,1.0,0.0,0.0,0.0,0.01,0.01,255,Normal
0,icmp,ecr_i,SF,520,0,0,248,1.0,0.0,0.0,0.0,1.0,0.0,255,DoS
0,udp,domain_u,SF,31,0,0,1,1.0,0.0,0.0,0.33,0.33,0.08,24,Normal
0,tcp,private,S0,0,0,0,209,0.08,1.0,1.0,0.07,0.0,0.0,4,DoS
0,tcp,discard,RSTO,0,0,0,250,0.01,0.0,0.0,0.08,0.0,0.0,2,DoS
0,tcp,private,RSTR,0,0,0,1,1.0,0.0,0.0,0.62,0.62,0.0,1,Probe
0,tcp,http,SF,272,2674,1,5,1.0,0.0,0.0,0.0,0.2,0.04,255,Normal
0,tcp,http,SF,217,1035,1,39,1.0,0.0,0.0,0.0,0.02,0.03,255,Normal
0,tcp,http,REJ,0,0,0,1,1.0,0.0,0.0,0.0,0.07,0.05,251,Normal
0,udp,private,SF,28,0,0,38,0.97,0.0,0.0,0.02,0.15,0.0,37,DoS
0,tcp,private,RSTR,0,0,0,1,1.0,0.0,0.0,0.5,0.5,0.0,1,Probe
0,tcp,ftp_data,SF,491,0,0,2,1.0,0.0,0.0,0.06,0.12,0.07,30,Normal
0,tcp,name,S0,0,0,0,247,0.02,1.0,1.0,0.06,0.0,0.0,5,DoS
0,icmp,urp_i,SF,78,0,0,9,0.11,0.0,0.0,0.01,0.06,0.0,16,Normal
0,tcp,private,S0,0,0,0,131,0.11,1.0,1.0,0.08,0.01,0.0,14,DoS
0,tcp,private,S0,0,0,0,224,0.03,1.0,1.0,0.07,0.0,0.0,5,DoS
0,tcp,http,SF,308,7003,1,3,1.0,0.33,0.33,0.0,0.33,0.02,255,Normal
0,tcp,ldap,S0,0,0,0,107,0.16,1.0,1.0,0.06,0.0,0.0,7,DoS
0,tcp,http,SF,229,1380,1,6,1.0,0.0,0.0,0.01,0.0,0.0,253,Normal
0,tcp,private,S0,0,0,0,140,0.05,1.0,1.0,0.07,0.0,0.0,17,DoS
0,tcp,http,SF,336,3207,1,5,1.0,0.0,0.0,0.0,0.02,0.01,255,Normal
0,tcp,private,REJ,0,0,0,222,0.08,0.0,0.0,0.07,0.0,0.0,17,DoS
0,udp,domain_u,SF,45,79,0,265,1.0,0.0,0.0,0.01,0.0,0.0,203,Normal
0,tcp,private,S0,0,0,0,103,0.11,1.0,1.0,0.05,0.0,0.0,11,DoS
0,udp,domain_u,SF,45,130,0,277,1.0,0.0,0.0,0.01,0.0,0.0,251,Normal
0,udp,domain_u,SF,44,74,0,152,1.0,0.0,0.0,0.01,0.0,0.0,254,Normal
0,tcp,http,SF,285,671,1,20,1.0,0.05,0.05,0.0,0.0,0.0,255,Normal
0,tcp,http,SF,310,8502,1,2,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,private,S0,0,0,0,230,0.01,1.0,1.0,0.07,0.0,0.0,18,DoS
1,tcp,smtp,SF,1184,280,1,1,1.0,0.0,0.0,0.53,0.0,0.0,36,Normal
0,tcp,telnet,S0,0,0,0,74,0.23,1.0,1.0,0.04,0.02,0.0,51,DoS
0,tcp,http,SF,144,9534,1,1,1.0,0.0,0.0,0.0,0.01,0.01,255,Normal
0,icmp,ecr_i,SF,1480,0,0,2,1.0,0.0,0.0,0.4,0.8,0.01,155,DoS
2,tcp,ftp,SF,1227,2449,1,1,1.0,0.0,0.0,0.02,0.0,0.0,60,R2L
7,tcp,telnet,SF,103,999,1,1,1.0,0.0,0.0,0.03,0.01,1.0,2,Normal
0,tcp,link,REJ,0,0,0,101,0.14,0.0,0.0,0.09,0.0,0.0,2,DoS
0,icmp,eco_i,SF,8,0,0,1,1.0,0.0,0.0,0.0,1.0,0.25,138,Probe
0,tcp,http,SF,168,1674,1,2,1.0,0.5,0.09,0.0,0.5,0.33,9,Normal
0,tcp,http,SF,291,762,1,39,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,udp,domain_u,SF,42,125,0,74,1.0,0.0,0.0,0.01,0.0,0.0,252,Normal
0,tcp,ssh,S0,0,0,0,228,0.09,1.0,1.0,0.05,0.0,0.0,20,DoS
0,tcp,http,SF,255,1249,1,3,1.0,0.0,0.0,0.0,0.01,0.02,255,Normal
0,tcp,http,SF,200,2224,1,1,1.0,0.0,0.0,0.0,0.04,0.04,255,Normal
0,tcp,uucp_path,S0,0,0,0,243,0.05,1.0,1.0,0.07,0.0,0.0,13,DoS
0,udp,private,SF,1,0,0,37,0.05,0.0,0.0,0.67,0.36,0.0,2,Probe
0,tcp,ldap,S0,0,0,0,92,0.01,1.0,1.0,0.07,0.0,0.0,1,DoS
0,icmp,eco_i,SF,8,0,0,1,1.0,0.0,0.0,0.0,1.0,0.25,195,Probe
0,icmp,ecr_i,SF,1032,0,0,511,1.0,0.0,0.0,0.09,0.4,0.0,102,DoS
0,tcp,finger,SF,6,269,0,1,1.0,0.0,0.0,0.02,0.0,0.0,2,Normal
0,tcp,http,SF,306,1157,1,19,1.0,0.0,0.0,0.0,0.04,0.02,255,Normal
0,tcp,telnet,S0,0,0,0,11,1.0,1.0,1.0,0.04,0.02,0.0,33,DoS
0,tcp,http,SF,309,757,1,2,1.0,0.0,0.0,0.0,0.5,0.04,255,Normal
2629,udp,other,SF,145,105,0,1,1.0,0.0,0.0,0.84,1.0,0.0,1,Normal
0,tcp,private,REJ,0,0,0,509,0.0,0.04,0.0,1.0,0.0,0.0,1,Probe
0,tcp,http,SF,220,1963,1,18,1.0,0.0,0.0,0.0,0.06,0.02,255,Normal
0,udp,domain_u,SF,46,138,0,74,0.99,0.0,0.0,0.01,0.0,0.0,238,Normal
3,tcp,smtp,SF,2289,332,1,1,1.0,0.0,0.0,0.04,0.01,0.02,126,Normal
0,tcp,http,SF,315,289,1,9,1.0,0.0,0.0,0.0,0.02,0.01,255,Normal
0,tcp,http,SF,300,1588,1,9,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,finger,SF,9,147,0,1,1.0,0.0,0.0,0.04,0.01,0.0,4,Normal
0,tcp,http,SF,285,18555,1,8,1.0,0.0,0.0,0.0,0.01,0.03,255,Normal
0,tcp,imap4,S0,0,0,0,287,0.05,1.0,1.0,0.07,0.0,0.0,14,DoS
0,udp,domain_u,SF,36,0,0,7,1.0,0.0,0.0,0.0,1.0,0.03,79,Normal
0,tcp,http,SF,193,767,1,40,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,iso_tsap,REJ,0,0,0,243,0.08,0.0,0.0,0.08,0.0,0.0,19,DoS
0,tcp,http,SF,340,780,1,2,1.0,0.0,0.0,0.0,0.02,0.03,255,Normal
0,tcp,private,RSTR,0,0,0,1,1.0,0.0,0.0,0.12,0.09,0.0,1,Probe
0,udp,domain_u,SF,29,29,0,4,1.0,0.0,0.0,0.01,0.0,0.0,213,Normal
0,tcp,netbios_ns,S0,0,0,0,262,0.08,1.0,1.0,0.07,0.0,0.0,10,DoS
0,tcp,ftp_data,SF,1339,0,1,2,1.0,0.0,0.0,0.02,0.28,0.0,71,Normal
0,tcp,login,S0,0,0,0,113,0.02,1.0,1.0,0.08,0.0,0.0,15,DoS
0,tcp,smtp,SF,862,331,1,1,1.0,0.0,0.0,0.04,0.01,0.0,73,Normal
0,tcp,ftp_data,SF,383,0,1,3,0.67,0.0,0.0,0.67,0.5,0.02,99,Normal
0,tcp,http,SF,297,1688,1,4,1.0,0.0,0.0,0.0,0.01,0.02,255,Normal
5,tcp,private,RSTR,0,0,0,1,1.0,0.0,0.0,0.29,0.28,0.0,1,Probe
0,tcp,domain,S0,0,0,0,232,0.09,1.0,1.0,0.05,0.0,0.0,22,DoS
0,tcp,http,SF,224,260,1,14,1.0,0.0,0.0,0.0,0.03,0.05,64,Normal
0,tcp,smtp,SF,1201,330,1,1,1.0,0.0,0.0,0.02,0.01,0.01,201,Normal
0,tcp,private,REJ,0,0,0,238,0.0,0.11,0.0,0.97,0.0,0.0,1,Probe
0,tcp,pop_2,S0,0,0,0,241,0.04,1.0,1.0,0.08,0.0,0.0,7,DoS
0,tcp,sunrpc,S0,0,0,0,2,0.5,1.0,1.0,0.08,0.0,0.0,1,DoS
0,tcp,netbios_ssn,S0,0,0,0,142,0.01,1.0,1.0,0.07,0.0,0.0,2,DoS
0,tcp,http,SF,221,943,1,19,1.0,0.0,0.0,0.0,0.01,0.02,255,Normal
0,tcp,http,SF,322,9457,1,19,1.0,0.0,0.0,0.0,0.02,0.01,255,Normal
0,tcp,link,S0,0,0,0,205,0.06,1.0,1.0,0.05,0.0,0.0,12,DoS
0,tcp,smtp,SF,637,329,1,1,1.0,0.0,0.0,0.01,0.01,0.01,247,Normal
0,tcp,private,S0,0,0,0,11,0.73,1.0,1.0,0.07,0.0,0.0,12,DoS
0,tcp,http_443,S0,0,0,0,239,0.03,1.0,1.0,0.07,0.0,0.0,6,DoS
0,tcp,discard,S0,0,0,0,192,0.06,1.0,1.0,0.08,0.0,0.0,11,DoS
0,tcp,http,S0,0,0,0,38,0.34,1.0,1.0,0.02,0.01,0.0,63,DoS
0,tcp,http,SF,307,9185,1,8,1.0,0.0,0.0,0.0,0.01,0.01,255,Normal
0,tcp,http,SF,286,8188,1,1,1.0,0.0,0.0,0.0,0.02,0.04,202,Normal
0,tcp,supdup,S0,0,0,0,276,0.06,1.0,1.0,0.07,0.0,0.0,16,DoS
0,icmp,eco_i,SF,18,0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,202,Probe
0,udp,private,SF,1,0,0,24,0.92,0.0,0.0,0.22,1.0,0.0,25,Probe
13678,tcp,other,RSTR,1,0,0,2,1.0,0.0,0.0,0.68,1.0,0.0,2,Probe
1530,udp,other,SF,146,105,0,1,1.0,0.0,0.0,0.63,0.93,0.0,1,Normal
0,tcp,private,S0,0,0,0,289,0.09,1.0,1.0,0.07,0.0,0.0,25,DoS
0,tcp,http,SF,222,4675,1,11,1.0,0.0,0.0,0.0,0.01,0.02,255,Normal
0,tcp,private,S0,0,0,0,193,0.06,1.0,1.0,0.06,0.0,0.0,12,DoS
542,udp,other,SF,147,105,0,1,1.0,0.0,0.0,0.65,0.95,0.0,1,Normal
0,tcp,telnet,S0,0,0,0,65,0.09,1.0,1.0,0.05,0.0,0.0,6,DoS
0,tcp,http,SF,219,1177,1,2,1.0,0.0,0.0,0.0,0.07,0.04,255,Normal
0,tcp,whois,REJ,0,0,0,251,0.08,0.0,0.0,0.06,0.0,0.0,20,DoS
0,udp,domain_u,SF,45,67,0,236,1.0,0.0,0.0,0.01,0.0,0.0,247,Normal
0,tcp,http,SF,229,12598,1,6,1.0,0.0,0.0,0.0,0.17,0.04,255,Normal
1125,udp,other,SF,146,105,0,1,1.0,0.0,0.0,0.64,0.95,0.0,2,Normal
0,tcp,http,REJ,0,0,0,1,1.0,0.0,0.0,0.0,0.04,0.08,251,Normal
0,tcp,http,SF,196,14123,1,8,1.0,0.0,0.0,0.0,0.01,0.04,255,Normal
0,udp,domain_u,SF,45,128,0,74,1.0,0.0,0.0,0.01,0.0,0.0,254,Normal
11481,udp,other,SF,146,105,0,1,1.0,0.0,0.0,0.72,0.97,0.0,1,Normal
0,tcp,http,SF,240,724,1,6,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,netstat,S0,0,0,0,274,0.01,1.0,1.0,0.08,0.0,0.0,4,DoS
0,tcp,private,RSTR,0,0,0,1,1.0,0.0,0.0,0.23,0.22,0.0,1,Probe
0,tcp,private,S0,0,0,0,109,0.05,1.0,1.0,0.08,0.0,0.0,11,DoS
0,tcp,gopher,S0,0,0,0,233,0.04,1.0,1.0,0.07,0.0,0.0,9,DoS
0,tcp,http,SF,215,2664,1,1,1.0,0.0,0.0,0.0,0.02,0.01,255,Normal
0,tcp,nntp,S0,0,0,0,236,0.03,1.0,1.0,0.07,0.0,0.0,17,DoS
0,tcp,ftp,S0,0,0,0,247,0.04,1.0,1.0,0.07,0.0,0.0,5,DoS
6163,udp,other,SF,146,105,0,4,0.5,0.0,0.0,0.64,0.96,0.0,2,Normal
0,tcp,http,SF,266,2535,1,28,1.0,0.0,0.0,0.0,0.02,0.03,255,Normal
0,tcp,netbios_dgm,S0,0,0,0,267,0.02,1.0,1.0,0.07,0.0,0.0,16,DoS
0,tcp,finger,S0,0,0,0,30,0.27,0.93,1.0,0.06,0.01,0.0,8,DoS
0,tcp,ftp_data,SF,71,0,0,1,1.0,0.0,0.0,1.0,0.01,0.0,2,Normal
3,tcp,private,RSTR,0,0,0,323,0.01,0.0,0.0,0.52,1.0,0.0,2,Probe
0,tcp,auth,SF,10,38,1,1,1.0,0.0,0.0,0.03,0.01,0.0,7,Normal
0,tcp,csnet_ns,S0,0,0,0,243,0.02,1.0,1.0,0.07,0.0,0.0,4,DoS
0,tcp,http,SF,230,3662,1,1,1.0,0.0,0.0,0.0,0.01,0.04,255,Normal
0,tcp,private,S0,0,0,0,297,0.03,1.0,1.0,0.07,0.0,0.0,3,DoS
15,tcp,smtp,SF,1362,327,1,1,1.0,0.0,0.0,0.08,0.02,0.0,25,Normal
0,tcp,gopher,S0,0,0,0,247,0.0,1.0,1.0,0.08,0.0,0.0,1,DoS
0,udp,domain_u,SF,44,128,0,2,1.0,0.0,0.0,0.01,0.0,0.0,254,Normal
0,icmp,eco_i,SF,8,0,0,1,1.0,0.0,0.0,0.0,1.0,0.5,36,Probe
0,tcp,http,SF,358,3781,1,4,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,private,S0,0,0,0,115,0.08,1.0,1.0,0.07,0.0,0.0,5,DoS
0,tcp,domain,REJ,0,0,0,275,0.03,0.0,0.0,0.07,0.0,0.0,9,DoS
0,tcp,http,SF,220,715,1,13,1.0,0.0,0.0,0.0,0.08,0.03,228,Normal
0,tcp,http,SF,318,8230,1,1,1.0,0.0,0.0,0.0,0.01,0.02,255,Normal
0,tcp,http,SF,159,347,1,8,1.0,0.0,0.0,0.0,0.01,0.01,255,Normal
0,icmp,eco_i,SF,8,0,0,1,1.0,0.0,0.0,0.0,1.0,0.51,39,Probe
0,tcp,private,S0,0,0,0,142,0.1,1.0,1.0,0.06,0.0,0.0,28,DoS
18438,tcp,other,RSTR,1,0,0,2,1.0,0.0,0.0,0.73,1.0,0.0,2,Probe
1,tcp,smtp,SF,1307,331,1,1,1.0,0.0,0.0,0.02,0.0,0.01,173,Normal
0,udp,domain_u,SF,45,87,0,188,1.0,0.0,0.0,0.0,0.01,0.0,255,Normal
0,tcp,http,SF,222,1447,1,4,1.0,0.0,0.0,0.0,0.01,0.02,255,Normal
0,tcp,private,S0,0,0,0,141,0.11,1.0,1.0,0.07,0.0,0.0,2,DoS
0,tcp,private,S0,0,0,0,209,0.05,1.0,1.0,0.07,0.0,0.0,11,DoS
0,icmp,eco_i,SF,8,0,0,1,1.0,0.0,0.0,0.0,1.0,0.26,98,Probe
0,tcp,http,SF,341,5468,1,13,1.0,0.0,0.04,0.0,0.04,0.01,255,Normal
0,tcp,http,S0,0,0,0,2,1.0,0.5,0.12,0.0,0.15,0.04,255,Normal
0,udp,domain_u,SF,44,44,0,201,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,exec,RSTO,0,0,0,140,0.14,0.0,0.0,0.07,0.0,0.0,20,DoS
0,tcp,http,SF,327,1047,1,6,1.0,0.0,0.0,0.0,0.0,0.01,255,Normal
0,tcp,private,S0,0,0,0,110,0.09,1.0,1.0,0.08,0.0,0.0,2,DoS
0,tcp,http,SF,367,3008,1,5,1.0,0.0,0.0,0.0,0.01,0.02,255,Normal
0,udp,private,SF,1,0,0,15,0.8,0.0,0.0,0.94,0.07,0.0,12,Probe
0,tcp,http,SF,217,1850,1,9,1.0,0.0,0.0,0.0,0.05,0.06,255,Normal
0,tcp,echo,S0,0,0,0,288,0.07,1.0,1.0,0.07,0.0,0.0,20,DoS
0,tcp,iso_tsap,S0,0,0,0,252,0.04,1.0,1.0,0.07,0.0,0.0,11,DoS
0,tcp,finger,S0,0,0,0,14,1.0,1.0,1.0,0.05,0.01,0.1,20,DoS
1,tcp,smtp,SF,1643,334,1,1,1.0,0.0,0.0,0.03,0.0,0.01,149,Normal
0,tcp,http,SF,225,36985,1,6,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,udp,domain_u,SF,44,70,0,25,1.0,0.0,0.0,0.01,0.0,0.0,214,Normal
9375,tcp,other,RSTR,1,0,0,2,1.0,0.0,0.0,0.74,1.0,0.0,2,Probe
0,tcp,http,SF,251,4014,1,7,1.0,0.0,0.0,0.0,0.0,0.01,255,Normal
0,tcp,systat,S0,0,0,0,232,0.03,1.0,1.0,0.08,0.0,0.0,8,DoS
0,tcp,http,SF,251,352,1,11,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,nnsp,S0,0,0,0,131,0.11,1.0,1.0,0.07,0.0,0.0,15,DoS
0,tcp,private,S0,0,0,0,126,0.12,1.0,1.0,0.05,0.0,0.0,35,DoS
13816,tcp,other,RSTR,1,0,0,2,1.0,0.0,0.0,0.68,1.0,0.0,2,Probe
0,tcp,private,S0,0,0,0,277,0.02,1.0,1.0,0.07,0.0,0.0,1,DoS
0,tcp,private,S0,0,0,0,185,0.02,1.0,1.0,0.07,0.0,0.0,4,DoS
0,tcp,name,S0,0,0,0,202,0.1,1.0,1.0,0.09,0.0,0.0,20,DoS
0,tcp,http,SF,320,2280,1,23,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,udp,domain_u,SF,44,80,0,75,1.0,0.0,0.0,0.01,0.0,0.0,247,Normal
0,tcp,http,SF,227,486,1,18,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,icmp,ecr_i,SF,1032,0,0,511,1.0,0.0,0.0,0.02,0.75,0.0,191,DoS
0,tcp,private,S0,0,0,0,103,0.03,1.0,1.0,0.06,0.0,0.0,13,DoS
0,tcp,ctf,S0,0,0,0,105,0.03,1.0,1.0,0.13,0.02,0.0,3,DoS
0,tcp,private,S0,0,0,0,241,0.05,1.0,1.0,0.06,0.0,0.0,11,DoS
0,tcp,uucp,S0,0,0,0,137,0.08,1.0,1.0,0.06,0.0,0.0,11,DoS
0,udp,private,SF,105,147,0,1,1.0,0.0,0.0,0.01,0.01,0.0,175,Normal
0,tcp,http,SF,295,2563,1,29,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,ftp_data,SF,5929,0,1,9,1.0,0.0,0.0,0.04,0.71,0.0,54,Normal
0,tcp,kshell,REJ,0,0,0,127,0.02,0.0,0.0,0.07,0.0,0.0,2,DoS
0,tcp,http,SF,323,270,1,3,1.0,0.0,0.0,0.01,0.0,0.0,242,Normal
0,tcp,http,SF,242,3008,1,5,1.0,0.0,0.0,0.0,0.14,0.03,255,Normal
0,udp,domain_u,SF,42,42,0,7,1.0,0.0,0.0,0.01,0.0,0.0,230,Normal
0,tcp,http,SF,210,2322,1,7,1.0,0.0,0.0,0.0,0.01,0.01,255,Normal
0,tcp,private,S0,0,0,0,192,0.09,1.0,1.0,0.09,0.0,0.0,6,DoS
0,tcp,exec,S0,0,0,0,146,0.14,1.0,1.0,0.05,0.0,0.0,21,DoS
0,udp,private,SF,28,0,0,6,1.0,0.0,0.0,0.05,0.03,0.0,6,DoS
0,udp,domain_u,SF,41,41,0,118,1.0,0.0,0.0,0.0,0.01,0.0,255,Normal
0,tcp,nnsp,S0,0,0,0,106,0.01,1.0,1.0,0.06,0.0,0.0,1,DoS
0,tcp,http,SF,345,545,1,9,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,http,SF,201,24716,1,2,1.0,0.0,0.0,0.0,0.07,0.04,255,Normal
0,tcp,other,REJ,0,0,0,510,0.0,0.12,0.0,1.0,0.0,0.0,1,Probe
0,tcp,telnet,S0,0,0,0,38,0.11,1.0,1.0,0.02,0.01,0.0,64,DoS
0,tcp,smtp,SF,11070,922,1,1,1.0,0.0,0.0,0.01,0.0,0.0,13,Normal
0,icmp,eco_i,SF,20,0,0,1,1.0,0.0,0.0,0.06,0.02,0.0,2,Probe
0,tcp,discard,RSTO,0,0,0,236,0.04,0.0,0.0,0.07,0.0,0.0,9,DoS
0,tcp,private,S0,0,0,0,127,0.16,1.0,1.0,0.07,0.0,0.0,20,DoS
0,tcp,http,SF,209,1863,1,11,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,finger,SF,8,147,0,1,1.0,0.0,0.0,0.02,0.0,0.0,40,Normal
0,tcp,ftp_data,SF,7422,0,1,9,1.0,0.0,0.0,0.04,0.58,0.02,97,Normal
0,tcp,ftp_data,SF,17,0,1,1,1.0,0.0,0.0,0.03,0.81,0.02,109,Normal
0,tcp,ftp_data,SF,1470,0,0,9,1.0,0.0,0.0,0.0,1.0,0.03,80,Normal
0,udp,domain_u,SF,43,149,0,77,1.0,0.0,0.0,0.01,0.0,0.0,254,Normal
4,tcp,smtp,SF,737,334,1,1,1.0,0.0,0.95,0.04,0.01,0.0,86,Normal
36131,tcp,private,RSTR,1,0,0,2,1.0,0.0,0.0,0.5,1.0,0.0,2,Probe
0,tcp,private,S0,0,0,0,117,0.15,1.0,1.0,0.07,0.0,0.0,6,DoS
0,tcp,smtp,SF,2292,329,1,1,1.0,0.0,0.0,0.02,0.0,0.0,192,Normal
0,tcp,http,SF,54540,8314,1,4,1.0,0.0,0.0,0.0,0.0,0.0,255,DoS
0,tcp,http,SF,230,324,1,34,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
639,tcp,telnet,SF,584,19887,1,1,1.0,0.0,0.0,0.62,0.0,0.0,13,Normal
0,tcp,vmnet,S0,0,0,0,289,0.08,1.0,1.0,0.05,0.0,0.0,18,DoS
0,tcp,ftp_data,SF,252,0,1,2,1.0,0.0,0.0,0.5,0.75,0.04,56,Normal
0,tcp,http,SF,306,784,1,34,1.0,0.0,0.0,0.0,0.0,0.03,242,Normal
28,tcp,ftp,SF,1491,4152,1,1,1.0,0.0,0.0,0.03,0.0,0.0,51,Normal
0,tcp,private,S0,0,0,0,235,0.0,1.0,1.0,0.07,0.0,0.0,16,DoS
0,udp,private,SF,1,4,0,28,0.39,0.0,0.0,0.7,0.32,0.0,11,Probe
0,tcp,http,SF,273,5011,1,8,1.0,0.0,0.0,0.0,0.0,0.0,255,Normal
0,tcp,http,REJ,0,0,0,1,1.0,0.0,0.0,0.0,0.07,0.16,250,Normal
